Text,label
A Jewish Labour activist has been targeted by the authoritarian regime of Keir Starmer on bogus allegations of anti semitism. Legitimate criticism of #Israel and the #IsraelLobby which is undermining UK democracy results in persecution from Keir's regime. https://t.co/YjmlnEmQqM,targeted persecution
@octoberchaotic So if accused was of another religion its a simple drug case else suddenly targeted religious persecution ?,targeted persecution
"@gsharm1 Yes because a conservative would be acutely aware of the persecution targeted at conservatives, and nowhere near as aware of persecution targeted at other social groups - poor data collection and bias. In the face of actual persecution around the world this claim is laughable too",targeted persecution
".
Whistleblower Teacher Says She Faced ‘Retaliation’ for Exposing CRT 

PERSECUTION of critics of Critical Race Theory face intimidating activities by WOKE education authorities.  White critics especially are targeted.

Think about it.

https://t.co/k8vmey1juU via @BreitbartNews",targeted persecution
"White supremacists targeted Columbus, because he was an Italian and a Catholic which they hated! Columbus Day was founded to honor Italians and pushback against the KKK and others’ persecution of them! For the Daily Odt to omit this is beyond egregious!",targeted persecution
"If vaccinations are mandated for everyone except Congress, their aides/staff, and Postal Service employees, that is targeted persecution.",targeted persecution
"@ErtugrulGunay These practices are Sippenhaft persecution (Family criminalization, a NAZI method). I will never forget that the Turkish state targeted my innocent 11 and 7 year old children and my beloved wife along with me. I feel no connection to Turkey, its awful state &amp; its cruel majority.",targeted persecution
"These practices are Sippenhaft persecution (Family criminalization, a NAZI method). I will never forget that the Turkish state targeted my innocent 11 and 7 year old children and my beloved wife along with me. I feel no connection to Turkey, its awful state &amp; its cruel majority. https://t.co/D65YiKxR7g",targeted persecution
"Everyone gets offended, a spirit of persecution and retaliation by anyone who does not agree or gets their feelings hurt? Signs of spiritual decay, expect things to get progressively worse as Conservatives and Christians are targeted for supporting traditional values.",targeted persecution
"Terrorists use intimidation &amp; persecution to silence any form of dissent. These targeted killings of journalists is enough to demonstrate #Pakistan's audacity in repressing journalists &amp; denying them protection. #PakMediaUnderAttack

@AsadAToor 
@SherM_BRP
https://t.co/1hAcpaih0v",targeted persecution
"Facing religious persecution and targeted killings in Kashmir, Hindus are forced to flee their ancestral land. https://t.co/aPll4xSsTO",targeted persecution
"Ronnies story is fascinating, it is a common truth that Black people were targeted by the Nazis for persecution but we rarely get to hear of individual experiences #TwitterHistoria https://t.co/oxuRC1RGB3",targeted persecution
"..if targeted persecution of ''innocents &amp; activists'' is taking place on daily basis around us..

my simple &amp; straight Q is..

...ARE  THE  HON'BLE  COURTS  SLEEPING...??

With due apologies , it seems someONE is questioning the authority &amp; credibility of our respected courts.. https://t.co/EEjgDKsrmX",targeted persecution
@Agent_Ely @BNpolit @mx_wolf_ @EaSportsIdeas @amnred103 @screenrant Having kids isn't a requirement to know this. Sexual identity is learned. How do you think people would learn this? Most people wouldn't prefer to be part of a group that is constantly targeted for discrimination and persecution.,targeted persecution
Must-read &amp; share op-ed addressing our collective complicity in the continued persecution of Muslim political prisoners targeted after 9/11. It’s time to end the silence and demand freedom and justice for them. #FreeThemAll @CivilFreedoms https://t.co/5P2zBErD76,targeted persecution
"...of the targeted persecution of innocents and activists unleashed by security and investigation agencies to please their political masters, which we are witnessing around on a daily basis at a heightened scale.
@TheSilentCoup

#TheSilentCoup",targeted persecution
"The #V2K handlers targeted thd strong minded ones out in the satanic family wage psycological warfare upon them,fake life,persecution and oppression then try to sacrifice you.the #FBI employs these Nazi's through the prison system. Organized crime and DEMOCIDE. https://t.co/PouVulHf0b",targeted persecution
@EricRoyalLybeck @theedijester @michelledonelan There is a difference between free speech and targeted harassment and persecution.,targeted persecution
@RuralCrimeNtwk Yes I was affected by rural crime after hearing about the CA et al targeted persecution of Chris Packham!,targeted persecution
@goodfoodgal I wonder which half will be targeted for persecution....,targeted persecution
"Christians being targeted for persecution again by the Communists running Canada.

New Brunswick needs liberation.

@RebelNewsOnline @ezralevant @TheRealKeean https://t.co/aqj7wnIquG",targeted persecution
@prof_ahmetkuru …China – have experienced severe persecution. No other religion is so widely targeted in so many different countries. https://t.co/IVIiLvPfS9,targeted persecution
You Do Not Have To Be Watchlisted To Be A Targeted Individual. My Case Was Political Persecution. People Are Chosen For Different Reasons. The Sheriffs Have A Secret List Of Names Of People To Illegal Surveillance And Stalk. Many Targeted Individuals Are Women. Sadly,targeted persecution
"I have a lot of respect for Khan.  Targeted because of his faith/opinions/ethnicity is sickening. Christians like me are aware of persecution in parts of the world, but we need to call it out when we see it at home (be it at a Christian or another).

 https://t.co/48yFyXKMi4",targeted persecution
@stibinator This probably shows my bias too but there’s a real persecution complex going on with some of the more fervent ALP supporters on this site wrt news limited. And I say this as someone who’s been targeted in news limited papers (ironically enough by ALP operatives),targeted persecution
Learn more about why @IHECOfficial’s decision to cancel expatriate voting in tomorrow’s elections disproportionately affects Assyrians—who were largely forced to flee targeted violence and persecution—in this article by @NeilJosephN1. https://t.co/r1dwkjpNG5,targeted persecution
"@DuncanMcFarlan @fedup42Mn It's also PERSECUTION of a group, if you think Blacks and us Latinos aren't being targeted because of our hesitancy for being experimented on, you're more oblivious than you've let on.  Sorry for your loss.",targeted persecution
"Well, if the principal being targeted for removal from this school actually WAS a Satanist, the effort would be religious persecution. So there’s that. #Christian #persecution #hypocrisy https://t.co/dalgSB4HmQ",targeted persecution
"Kashmiri pandits are once again fleeing the valley after targeted killings. Jholawalas who sell 'Dara hua musalman’ narrative, take no notice of this this persecution https://t.co/UKFsOVH1NG",targeted persecution
"1. In refraining from using the word ‘Hazara’ in their reporting, such reports overlook the central fact that Hazaras are systematically targeted for their ethnic identity as Hazara for generations. The Hazaras have experienced persecution &amp; marginalisation since at least 1890s.",targeted persecution
@Treich1Angelika Meanwhile we witness under #Morrison’s watch the relentless interrogation &amp; administrative persecution of asylum seekers &amp; #refugees with harsher &amp; harsher laws as weapons - making it harder &amp; harder to get safety - even people from targeted minorities deported to danger 🤢😡,targeted persecution
"ISIS-K claims responsibility for the attack on a Kunduz mosque during Friday prayers.

The blast killed nearly 50 worshippers &amp; wounded dozens more.

Death toll expected to rise.

It's believed the attack targeted Hazaras &amp; Shias who have long faced persecution in the country. https://t.co/5AYAT0uUNp",targeted persecution
"@extra7008 @Satakarnak Targeted persecution of Crimean Tatars, the closure of Ukrainian schools.",targeted persecution
"@MirMAKOfficial You and your family are not the one got injured so it is easy for you to say. Those who were hurt wer targeted for being Shia.
Stop targeted persecution.",targeted persecution
"21 year old case resurrected against Suvendu Adhikari’s 80+ year old  father now. First resurrect cases against him, not working, go after father. TMC has taken political persecution to a new level https://t.co/lDIWRIXS0i Fair to say he is the most targeted in WB now.",targeted persecution
"The Persecution And Targeted Killings Of Shia Muslims In Afghanistan Continue To Take Place, This Time Inside A Mosque.

Imagine, What Kind Of Muslims They Are, Who Kills Another Muslim Inside A Mosque On Holy Friday.
#StopShiaGenocide https://t.co/66DBH8WQLY",targeted persecution
"@josierones We #Disabled were the first to be targeted by the #Tories in 2010. Their ongoing persecution has killed 17,500 of us. The Right Wing Extremists in power (enacting policies which kill people is about as extreme as a government get) made disability abuse acceptable.

#Solidarity",targeted persecution
Very happy to bring you an English-language translation of Ella Rossman’s essay on the rise and fall of gender studies in Russia. From salutary neglect to targeted persecution. https://t.co/Goyaf2sbUO,targeted persecution
@AadeshRawal @shams_z Millions of Hindus live peacefully and safely in Muslim majority countries. None of them face any such threats. None of them are targeted for persecution by those governments. None of them are vilified 24*7 by the media. Because we are civilised human beings.,targeted persecution
"The persecution and targeted killings of Shia Muslims in Afghanistan continue to take place, this time inside a mosque.

Imagine, what kind of Muslims they are, who kills another Muslim inside a mosque on holy Friday. https://t.co/5DtllrTuQu",targeted persecution
Millions of Hindus live peacefully and safely in Muslim majority countries. None of them face any such threats. None of them are targeted for persecution by those governments. None of them are vilified 24*7 by the media. Because we are civilised human beings. https://t.co/WFd7vSacyw,targeted persecution
"3) Probably most importantly, the immutability of sexuality, particularly for those aspects of sexuality that both can't be effectively confined to the bedroom (like homosexuality) and were particularly targeted for persecution, was a huge part of the case for equal rights.",targeted persecution
"In 1970 a group of 150 Black Power activists led a march against police harassment in Notting Hill, London. It specifically targeted the persecution of the Mangrove Restaurant which had been raided 12 times in a year by police. Learn more: https://t.co/V0QjwPkKu4",targeted persecution
"Persecution of minorities in Jammu and Kashmir
Targeted killings #EthnicCleansing 
@FCDOHumanRights  @trussliz  @APPGFoRB @DavidAltonHL @UK_FoRBEnvoy @CREID_Dev @UNHumanRightsEU  @IntlCrimCourt https://t.co/5i7DLcigMA",targeted persecution
"@thejimmalo And these were primarily white artists/students being targeted. The persecution of First Nations people and People of Colour for simply exisiting must have been much worse.

It's alarming to me how this history has been intentionally scrubbed from the conciousness of the state.",targeted persecution
Targeted persecution of #Minorities_Of_India must stop. #Hindutva_Termites are a disgrace to our country. Aakh Thooo https://t.co/3gmYgzNbIj,targeted persecution
"The West’s fault finding mission gets to a new low. After 27 years, a charge of anti-Christianity against President Isaayas. The next charge will be his anti-Tigrigna speaking persecution. Never has the West targeted a country as they are targeting Ethiopia &amp; Eritrea. https://t.co/v9qdFupHiC",targeted persecution
"@Theo_Chilton We’re already seeing rising food prices, large scale unemployment, and targeted political persecution. The preconditions are falling into place whether we’re ready for it or not",targeted persecution
We must take a clear stand against the abuse and severe persecution of smaller ethnic and religious communities in #Myanmar. Rohingya minority and Christians are the first targeted by the #Tatmadaw junta. The international community must use all means to protect innocent people. https://t.co/JfTR4C9QTY,targeted persecution
When will Jihadis realize that killing civilians is'nt goin to do anything to resolve issues facing the community. It is the culprit leaders who need to be targeted - those responsible for genocide &amp; persecution. @AJEnglish @urdutimesdaily @ARYNEWSOFFICIAL @arabnews @gulf_news,targeted persecution
"Hey @washingtonpost @nytimes @guardian @TheEconomist @WSJ 

Targeted persecution of minorities are taking place in Kashmir wherein #Hindu &amp; #Sikhs are being murdered - would you ask @RanaAyyub @BDUTT to compose an Op-Ed on this minority annihilation by Radical  I$lamists???? https://t.co/nBJ5Y4GRGT",targeted persecution
"@ProfKindeya @AbiyAhmedAli Truly sad to hear that. But have you ever asked who introduced, institutionalized &amp; normalized this evil practice of ethnic profiling, persecution &amp; favoritism in Ethiopian society? TPLF ethno-fascists were begged not to chart this path. They thought only Amhara will be targeted.",targeted persecution
"we will definitely 100% see tax amnesties specifically targeted at crypto people in the future

ie. declare and bring in your crypto wealth, pay flat %, no questions asked, no persecution for any past wrongdoings (to the state)",targeted persecution
"@J_d_parker @benjilachkar @LahavHarkov the only Jews who were allowed to remain in Spain were conversos and were targeted on those grounds requiring fake genealogies in the hopes of avoiding persecution

The Spanish Inquisition did not only target Jews, but it very much targeted Jews

One could say so of the Nazis",targeted persecution
"@436bGliese @NBCNews @NBCNewsNow lgbt are constantly specifically targeted. it's important they have places they know they can go for support. if not for persecution of lgbt, ""pride"" flags wouldn't be a thing. it's not a symbol of politics/religion, it's a symbol saying ""youre welcome here""",targeted persecution
".
GOP Rips AG Garland for ‘Weaponizing’ DOJ, FBI to ‘Bully’ CRT Critics.

These same policies applied to the Civil Rights movement would have destroyed it.  

GARLAND is clearly embarking on a campaign of harassment and targeted persecution.
 
https://t.co/cl5lBWAfj9",targeted persecution
"No one spoke when the easy targets were being picked off for persecution. In fact many in the public gloated, left &amp; right wing, as their adversaries were targeted. Didn't you know you were their lab rats they were testing their psychops on? Now they're coming for you too 1-by-1 https://t.co/7hgCxakTqp",targeted persecution
"#GenocideEmergency for #CentralAfricanRepublic: A rebel coalition has been fighting the army &amp; Russian mercenaries. All sides are committing human rights abuses, &amp; #Muslims have been increasingly targeted. Stage 7: #Preparation &amp; 8: #Persecution https://t.co/wwY2DpiCu7 https://t.co/J4IIn2OgUU",targeted persecution
"For 18 months, parents have been ignored by school boards across the country. Now, as they push back against CRT &amp; other issues, the Biden Admin is weaponizing the power of the federal government to silence them. This is targeted political persecution. I'll be fighting back.",targeted persecution
"2. Hazaras have a long history of persecution &amp; discrimination by the AFG government. From 1890 Hazara genocide to 1990 Hazara genocide - we haven’t seen a single era of justice. Yet, these “Afghan liberal” still tries to silence &amp; justify the targeted killings of HZs for “unity”",targeted persecution
@ShinjiTheCuban I don’t have ideological glasses here. My family was forced to leave cuba due to targeted religious persecution via the government. The critique you’re leveling here is deeply flawed and honestly unfair,targeted persecution
@kathrynresister @welivesecurity @isukbees 3/ condone the hate-filled persecution that she’s been experiencing!! I can’t believe U’d participate in targeted harassment &amp; actually RETWEET such things. Two wrongs definitely do NOT MAKE A RIGHT!! Ganging up on someone U dislike &amp; partnering w/their enemies does NOT make U,targeted persecution
"@Machemedze5 @ZtaUpdates @LadyTrish10 And even the so called targeted sanctions are punishment of people who have never been tried in any court of law. That means sanctions are extrajudicial punishment of our people by foreign governments, which is considered persecution and a crime against humanity.",targeted persecution
"@Rhon17026495 @pinkichiban @Lostlain1 @iReallyAnnoying @CritFlailugh @MaryceChan @SVPhillimore @billdotmu @legalfeminist @Imagine123 @nickherbertcbe @LordPhilofBrum @Baroness_Nichol @MsGiveZeroFox But bigots tend to use “safety” as an excuse for persecution. They falsely paint whatever minority they’ve targeted as a threat, they don’t usually admit outright that they’re doing it out of sadism and petty insecurities.",targeted persecution
@bankofferns The entire world has gone crazy .. when the government thinks they can dictate how many children you can have..and for a Catholic this is nothing short of targeted religious persecution … and to think it was our liberal bishops who advocated for these demon possessed politicians,targeted persecution
"@nytimes These poor protestors were targeted intentionally for being a part of the Sikh minority that has long faced this kind of persecution in India!

The world needs to condemn India and its fascist leadership. Minorities are not safe under Hindu Nationalist rule!",targeted persecution
@CheckhovsDepot I don’t think it has anything to do with ones ethnicity or culture at all. Any race or culture can be targeted by a psychopathic regime; just because Jews have a history of repeated persecution does not give them a monopoly on being persecuted.,targeted persecution
"We said it was an Islamization agenda, they said it’s hysteria.

We said the Islamization agenda will be ushered in by a Northernization agenda, they mocked us.

We said this is persecution; a targeted attack and systemic extermination of Christians, they dismissed it.

Scenes. https://t.co/QvRsXgnIgV",targeted persecution
"Sadly, the failure of all orgs and media to address the targeted persecution of civilians with EMF and neuroweapons, Stasi smear campaigns and neighborhood electronic camps means a hopelessly  limited look: Ending the War on Terror At Home https://t.co/vPzfWGD70H @RightsDissent",targeted persecution
Strongly condemn the brutal persecution of Waqas Goraya's family. The family members have nothing to do with Waqas's political activism yet they are targeted. This is next level personal enmity with citizens by the state. https://t.co/EPvjsTDW8c,targeted persecution
"@Simon_Vessey I wouldn't use the term 'pogrom', which refers to massacres, especially Jewish populations. GRT people have been demonised in Europe since Roma and Sinti first arrived, c 1000 CE - &amp; killed by Nazi genocide: what's happening now is not murder, but targeted cultural persecution.",targeted persecution
"@Ruraltarain @niehaus_carl ""targeted and persecuted""? Don't make me laugh. If there's a case to answer, why should exceptions be made for ppl of your and Bathabile's ilk? It's not as if you're not being afforded due process, so what's the prblm? How does ""due process"" equate to ""persecution""?",targeted persecution
@BiardMacguineas @chew_soap @VarnerStephen @SteveHofstetter Do you believe you are being targeted with DEW too? That's common among people with this sort of state-persecution psychosis.,targeted persecution
@VTuberEllie call of this witch hunt of targeted hate speech of persecution of a person of special needs of learning difficulties and of call of this racism take down the post and I will leave you al alone,targeted persecution
"#Ambazonia and #Biafra want to be breakaway states. The regions in Cameroon and Nigeria have lots in common: 

-Seeking independence since 1960s 
-Share a border 
-Experience targeted violence and persecution
-Announced strategic/military alliance
 
https://t.co/H0h9OXPTKX",targeted persecution
"Prepare for more persecution if you're a disciple of Christ. The Churches who follow biblical doctrine by standing firm in the truth will continue to be targeted by the government. This is a brief and excellent article that I hope you will read. ✝️
https://t.co/UhJyUmLJ6o",targeted persecution
"@LongstopHill @SteveGrant67 @nationaltrust @ChtyCommission What's not been said &amp; front page news? What's not known about abuse, harassment, persecution, terror tactics targeted at farmers, hunters, circus, dog breeders, zoos, fur, medical research? What's that thing that will make them say.. ok.. that's it.. if they haven't already?",targeted persecution
"I know a little something about being targeted by the government for my work, that includes a number of judges who see their bench as but a reflection of the dark robes they wear. The persecution and sentence today of Steven Donziger vindicates him as a threat to the powerful.",targeted persecution
@WarHorizon Hazara community people? They've long suffered targeted persecution from the taliban terrorists. #SanctionPakistan,targeted persecution
We did not stand idly by what is happening in India against Muslims. Wait for our anger🇮🇳At what point are sensitive government websites targeted? Muslims in India suffer from the persecution of Anonymous Palestine they will not forget you https://t.co/hU6qrWLKbP,targeted persecution
"@niehaus_carl Persecution!!! It's call proof Carl and emergence Carl...not targeted just another corrupt official waiting tax payers money..don't spin it Carl,we all know what she did..does she pay you Carl to make appearances  fees",targeted persecution
Pakistan’s persecution of minorities continue. The ISI’s lapdogs in the West remain silent. The world should condemn these targeted killings of Sikhs. #SanctionPakistan https://t.co/eWkr55qlqg,targeted persecution
"@jbyas @peteenns 

Still puzzling about your statement on #tenttheology that Jesus was a pilgrim but not a refugee. 

His family fled to Egypt to escape targeted political persecution. Herod tried to murder him so they left. He seems to fit the definition of ""refugee"" perfectly. https://t.co/AAf9ksoZbd",targeted persecution
"@Kevin_Maguire Boy have you sold out! Sad! Nothing from you about left wing Jewish people being targeted by Starmer's cronies. Nothing about the 5 yr campaign of sabotage, corruption &amp; abuse revealed in LabourLeaks suppressed by KS. Nor about Starmer's role in persecution of Julian Assange?",targeted persecution
"Links to Thiessen etc caused me to be targeted in 2011. Its been glorious fin’l persecution ever since.
Stronach was a Tory MP until the Mackay Affair ended. She afterwards crossed the floor to the Liberals. From the same ‘unbiased source’ (sic) CBC.

https://t.co/NcZUmVnrme",targeted persecution
"The #EU Parliament passed a resolution in December urging member states to consider imposing targeted restrictions against #Egypt, in response to its “continued and intensifying crackdown on fundamental rights and, among others, the persecution of human rights defenders”.",targeted persecution
"Honestly, how DO you have a ""dialogue"" with regulators or elected officials who intend to damage (and would like to ban) your industry? Dialogue only legitimizes an illegitimate, targeted persecution of #crypto technology.",targeted persecution
"@saranstm Nothing but targeted discrimination and focused persecution. Unless this is nipped in the bud, the damage would be irremediable and calamitous. But then again, this may be exactly what the people in power desire!",targeted persecution
"Political persecution for a debunked story by reporters on the scene. 

Report: Border Patrol Agents Targeted By Biden May Face Suspension https://t.co/zJfY7E9669",targeted persecution
"This level of persecution by the USA is beyond a mere series of Hate Crimes. The International Affidavit for Targeted Individuals styled after the Istanbul Protocol shows it is a lengthy and deliberate torture. 
Yet no US State Actor in the USA was prosecuted.",targeted persecution
"""Individuals selected for extreme harassment and persecution, ""Targeted Individuals"". - a Freedom of Information request to Cheshire Constabulary - WhatDoTheyKnow"" https://t.co/oN65VvAFDA I got poisoned at work and my ex company had a brain scan machine blueprints how to make one",targeted persecution
"Interpol informs El Salvador that it's withdrawing red notices which had been placed on officials of the former FMLN government targeted in the Bukele regime's campaign of political persecution.
https://t.co/wC7OeCKHWO",targeted persecution
"@vyxel_ @AmericanAtheist &amp; for the record, I think the Fox News narrative of Christian  “persecution” in the US is laughably false, but also dangerous.

Still, that doesn’t mean christians never experienced targeted oppression in instances when they were a minority 🤷‍♀️",targeted persecution
"@trussliz @SMQureshiPTI @COP26 Will you be demanding a stop to the persecution of minorities including the targeted abductions,forced conversions and forced marriages of girls as young as 10yrs of age in #Pakistan ? 
https://t.co/CgaEmof6TK
@APPGFoRB @DavidAltonHL @UK_FoRBEnvoy @CREID_Dev 
#ChildAbuse @Crimes",targeted persecution
An Epik spokesperson said the company condemns “persecution or targeted harassment” and that it investigates and takes appropriate action after reports of abuse.,targeted persecution
"@BanterIndian @TheDeshBhakt That’s why I say Bhakts have no intellect &amp; logic🤦😂.

Was it proved those Muslims were illegal immigrants in court ? Bangladesh is performing better than India so mostly illegal immigrants are Hindus who leave because of persecution. Why weren’t the Hindus targeted by BJP gov?",targeted persecution
"@RepublicansWhy @HGreat84 @exeAnimosity @mysticReveal @FilmUpdates You sound ignorant as hell. The Asian experience is totally different. They came here freely, they were paid 4 their labor, allowed to own businesses &amp; start prosperous communities. They had difficulties but they had advantages &amp; were not targeted for persecution…1/2",targeted persecution
@rightscholar @theresamacc Croatian Catholic fascists also targeted Serbian Orthodox for especially brutal persecution and execution—with the Vatican's knowledge. Franciscan Brothers put on military garb to do the dirty work.,targeted persecution
as a POC. then i had a conversation with my mom this morning about religious persecution in pakistan. how we ran from it when i was 4 years old. how there is people in our family that have been targeted and murdered by the taliban just for being shia.(2/4),targeted persecution
"@NoHolyScripture Religious groups have also upped their media &amp; propaganda skills. They claim discrimination &amp; persecution; that their beliefs are unfairly targeted &amp; under siege.
But they do not themselves acknowledge the discriminatory nature if their beliefs. Example: 5",targeted persecution
"“The gravity, scale and continuing nature of alleged crimes by the Taliban and the Islamic State, which include allegations of indiscriminate attacks on civilians, targeted extrajudicial executions, persecution of women and girls, crimes against children and other 1/2 https://t.co/w8eozQ5g18",targeted persecution
"@KarimKhanQC: Investigation to focus on crimes allegedly committed by Taliban &amp; IS-K. Allegations include ""indiscriminate attacks on civilians,targeted extrajudicial executions,persecution of women &amp; girls,crimes against children &amp; other crimes affecting the civilian population""",targeted persecution
"#Afghanistan Important news. @KarimKhanQC has re-opened the ICC investigation, focusing on crimes allegedly committed by the Taliban &amp; Islamic State in Khorasan Province, inc. persecution of women &amp; girls, targeted extrajudicial executions, indiscriminate civilian attacks. https://t.co/bSoOIHKclC",targeted persecution
"This is why we create advocacy groups, for those who are targeted for abuse and harassment. We need advocacy for those who are supernatural.  These things happening to me are hate crimes and land under religious persecution.",targeted persecution
"@HeerJeet How do you respond? With this ""analysis"" of Greenwald. Not with any defense of Assange or other journalists deemed to be ""information agents"" and targeted. Not with any defense of press freedom or condemnation of Biden's continuation of the political persecution of Assange 🧐",targeted persecution
"@IngridIngwah @GregoryWhitta13 @MichaelSteidel @Sicut_Lupus @ChadCottle @TheGod_Particle @RobertBrownieJ8 @mirandaisrisen @SrVerataro @DAccampoFamily @Friendof_Darwin @ei9iw @Catheri77148739 @RosaRubicon @HeathenWombat @craigo001 @AndrewRChapman @IMudlet @illmakelamb @Tsunami_64 @Key3Skeleton @th1rt3en_TM @2Cents69 @RTheatheist @GoatMunch @tarquinrees @Minagica @odktiger @GodflyThe @HeathenSawyer @Unlockthedoor77 @jools6691 @Lynneth1000000 @ErichKays @gCMG_Obv @DeanPHanley @Brett63043427 @Mel08230309 @054durin @Canna420Uk @Colin444 @toriyoung22 @DKinkly @MassageForYou7 @AGTCnews @ghalloglaigh @mikecannytalk @Freewillburnya @Jordan17910 No big deal to the rest of us who knew her and were preached against in the local churches and targeted for violence and interrogation by local press, right?
Just good Christian values, persecution, and literal physical wounds.

Byproduct of a fucking redneck that she dumped.",targeted persecution
"If you’ve never seen daubney’s interview about his ‘straight parade’, here it is.
Here’s a quote too:
“It’s about being able to express your sexuality without persecution or ridicule”.
Has any straight person been targeted in such manner?!

https://t.co/zb9H7NJfgw",targeted persecution
"Hey @EpikDotCom / @robmonster, since you have stated you condemn persecution and targeted harassment, are you going to actually follow through and cease providing services to Joey Camp?",targeted persecution
"@sulay_rf @AskarySajjad Civil rights means being vocal for equality and safety all minorities, Hazaras happen to be the biggest targeted minority in Afghanistan but I recognise the plight of all minorities in Afghanistan against persecution like Sihks, LGBTQ, women in general. Soo nice try bud. Now GFYS",targeted persecution
"Right or wrong is not reflected in what is validated outside Divine Will but what is truthful indid!!!

My vision is authentic in Divine Will &amp; Fivinely Ordained but I just happen to be in an environment of targeted persecution and a conspiracy to hijack my work.

My IPR reserved",targeted persecution
"@Dhasal_MH @martinv17 @abhijitbora4991 @GauravGogoiAsm @IndiaToday For that, Indian Constitution Incorporated SC/ST reservation etc provision. Persecution is mainly physical violence. i.e, targeted mass murder, mass rape, mass violence. Your example doesn't fit properly with persecution",targeted persecution
@JeromeLiberated @DineshDSouza Prove it was persecution. Prove it wasn’t them enforcing their TOS. Kendi is well known. I’m sure as a famous person they take complaints more seriously than they do from regular Joes like us. So if they targeted a conservative for being conservative prove it.,targeted persecution
"@arevireba @Acyn You’re a tendentious little man, aren’t you? I literally posted examples of political persecution and the fact that Haiti President Jovenel Moïse was recently assassinated, and many of his supporters are also being targeted. There are also Haitians fleeing Dominican Republic.",targeted persecution
"@EghwrudjeIsrael @TalbertSwan That was because they were claiming persecution under the right-wing Cedras military junta. In those days, *individuals* were targeted, not because of race (black people were the killers too) but because of political affiliation. (part 2)",targeted persecution
"#ReleaseKaleemSiddiqui 
.........And the persecution of Muslims continues !!!!Maulana Kaleem Siddiqui has been arrested.Earlier MF Husain dr. Zakir Naik Dr Gautam were targeted!!!!
How long will it continue?
This is dangerous move as it is damaging India internally.",targeted persecution
"Venezuela President Nicolas Maduro tells #UNGA:

– Our bank accounts have been targeted
– Our gold in UK has been seized
– Billions of dollars in US, EU have been frozen
– This is ""financial persecution""
 
More here: https://t.co/rCckbW2A4Z https://t.co/mpO2W4NC2P",targeted persecution
@KeeleyFox29 @philadao @SEPTA @FOX29philly @KeeleyFox29 the idiots in SIU are striking out with EVERY politically driven and targeted police officer persecution that they attempt. Oh- just so they know @philadao_siu that we know 😘,targeted persecution
"Do note. Recently certain hitherto ‘UCs’ were notified as OBC. 
In the years to come this idea will be taken further with only the so called *brahmanical* castes remaining out of this categorisation for targeted persecution.",targeted persecution
"@derekrootboy @skwawkbox It was never about antisemitism but destroying the Left and support for Palestinian equal rights.
This targeted disproportionate persecution of left-wing Jewish Labour members seems more like antisemitism to me.",targeted persecution
"@nytimes What freedoms he's talking about??

I got targeted in NYC for my Orthodox Christian Religion by the Jews. After Judge's ""it's illegal, you can sue them"" they came to abduct me from my apartment in Brkln.
I fled.

That's not freedom.
That's religious persecution.",targeted persecution
"Now under the Taliban, who consider conversion from Islam apostasy punishable by death, Christians are bracing for targeted persecution. Still, we know there are approximately 10,000 Christians in the country.",targeted persecution
"@TCovid1984 you have it a bit mixed up

over three centuries Greeks had been largely converted to Christianity despite severe persecution by the Roman state

only when Christianity became official religion 4thC AD we see the Old religion and pagan minority being targeted",targeted persecution
@AyannaPressley Making fraudulent claims about persecution in order to game a sovereign nation's generous asylum policies is a grotesque and unacceptable assault on the very concept of political asylum and on the citizens of the targeted nation.,targeted persecution
"#India exposed Pakistan in UNHRC
""#Pakistan has been engaged in systematic persecution, forced conversions, targeted killings, sectarian violence and faith-based discrimination against its ethnic and religious minorities.""
@UN @OHCHRAsia @UNHumanRights 
https://t.co/ZBsC4akAPr",targeted persecution
"@mawarirej Mawarire says whatever he wants whenever he wants, making some serious accusations even involving ED and his sons, but he is never targeted for persecution why? Ana Matutu, Daddy Hope, vakangokosora they get persecuted and all the other pro democracy forces,Mawarire ngaangwarirwe",targeted persecution
"@ShonaghDillon @OwenJones84 @RosieDuffield1 Because a big chunk of society hates and/or distrust TW, they are targeted, RD is, by utilising her position of MP, aiding &amp; abetting, even if not directly, continued discrimination &amp; persecution of TW. This should be considered a serous judgment error at best",targeted persecution
@SuhailaNoori No one is denying that. It’s like how women are at higher risk of facing discrimination than men. The same with Hazaras - they’re at higher risk of persecution and targeted killings. Quite an easy concept to understand… hope you put your brain to stimulate a little,targeted persecution
"@MSNBC They are being targeted because of their support for Trump. There is no denying that fact. People who destroyed multiple cities were not and have not been targeted like Trump supporters, BTW sweetheart you do not know persecution you r the beneficiary of Affirmative Action ,",targeted persecution
"https://t.co/HPJjRwDXIq #Christians are bracing for targeted persecution. Still, we know there are approximately 10,000 Christians in the country. That's a number small enough that the entire Christian population could be eradicated if the #Taliban wanted.",targeted persecution
"Taliban consider conversion from Islam apostasy punishable by death, Christians bracing for targeted persecution. We know there are approx 10,000 Christians in country. Number small enough that entire Christian pop could be eradicated if Taliban wanted. https://t.co/Q4NrNJAhCq",targeted persecution
"@RobotHenryEller @Edsall Its the minority who face the most persecution.
There is less conservative speech.
He observed a 6 to 1 ratio of liberal to conservative faculty. If liberals and conservatives were equally likely to be targeted, we’d expect about 6 times more attacks “from the right”.",targeted persecution
